Total population,Total households,PCT WHITE COLLAR,PCT BLUE COLLAR,Median income,Mean income,id,Geographic Area Name
3862,1433,30.3,69.7,29740,34760,1400000US48029150501,"Census Tract 1505.01, Bexar County, Texas"
3898,1198,34.2,65.9,32577,41279,1400000US48029150502,"Census Tract 1505.02, Bexar County, Texas"
4339,1506,37.6,62.3,29598,35835,1400000US48029150600,"Census Tract 1506, Bexar County, Texas"
5817,2009,39.6,60.3,26611,38377,1400000US48029150700,"Census Tract 1507, Bexar County, Texas"
3140,985,43.8,56.1,14352,23103,1400000US48029150800,"Census Tract 1508, Bexar County, Texas"
6001,2290,38.5,61.5,32442,38902,1400000US48029150900,"Census Tract 1509, Bexar County, Texas"
3631,1146,48.3,51.6,25903,38990,1400000US48029151000,"Census Tract 1510, Bexar County, Texas"
7218,2226,45.2,54.8,33134,38834,1400000US48029151100,"Census Tract 1511, Bexar County, Texas"
9868,2859,46.3,53.7,39953,49688,1400000US48029151200,"Census Tract 1512, Bexar County, Texas"
5615,1711,34.7,65.3,27579,37903,1400000US48029151301,"Census Tract 1513.01, Bexar County, Texas"
3611,1014,39.6,60.4,42778,43947,1400000US48029151302,"Census Tract 1513.02, Bexar County, Texas"
4380,1474,37.3,62.6,35424,39411,1400000US48029151400,"Census Tract 1514, Bexar County, Texas"
2561,939,61.6,38.3,32813,38470,1400000US48029151500,"Census Tract 1515, Bexar County, Texas"
7662,2589,40.3,59.6,34645,39452,1400000US48029151600,"Census Tract 1516, Bexar County, Texas"
6345,2153,52.3,47.8,43605,51375,1400000US48029151700,"Census Tract 1517, Bexar County, Texas"
5083,1847,42.2,57.8,31864,41623,1400000US48029151900,"Census Tract 1519, Bexar County, Texas"
1030,494,66.4,33.5,47375,56032,1400000US48029152000,"Census Tract 1520, Bexar County, Texas"
6228,2304,53.2,46.8,41889,53299,1400000US48029152100,"Census Tract 1521, Bexar County, Texas"
8674,2731,55.9,44.1,55284,56208,1400000US48029152201,"Census Tract 1522.01, Bexar County, Texas"
3918,1333,43.5,56.5,53979,61960,1400000US48029152202,"Census Tract 1522.02, Bexar County, Texas"
4936,1744,36.5,63.5,27393,33567,1400000US48029160100,"Census Tract 1601, Bexar County, Texas"
3286,974,41.9,58.2,33750,37389,1400000US48029160200,"Census Tract 1602, Bexar County, Texas"
5582,1936,39.3,60.7,34626,43455,1400000US48029160300,"Census Tract 1603, Bexar County, Texas"
4582,1573,48.6,51.4,31051,40950,1400000US48029160400,"Census Tract 1604, Bexar County, Texas"
3961,1315,24.8,75.3,18499,21790,1400000US48029160501,"Census Tract 1605.01, Bexar County, Texas"
4279,1295,48.8,51.1,32032,38591,1400000US48029160502,"Census Tract 1605.02, Bexar County, Texas"
4449,1543,29.8,70.3,25781,33530,1400000US48029160600,"Census Tract 1606, Bexar County, Texas"
3099,1013,40.9,59.1,31585,41889,1400000US48029160701,"Census Tract 1607.01, Bexar County, Texas"
5887,2129,49.3,50.7,26769,34498,1400000US48029160702,"Census Tract 1607.02, Bexar County, Texas"
3524,1098,34.8,65.3,29940,40871,1400000US48029160901,"Census Tract 1609.01, Bexar County, Texas"
4731,1488,25.6,74.4,28792,32875,1400000US48029160902,"Census Tract 1609.02, Bexar County, Texas"
3571,1195,38.5,61.5,30453,32592,1400000US48029161000,"Census Tract 1610, Bexar County, Texas"
7816,2520,40.9,59.1,29711,37069,1400000US48029161100,"Census Tract 1611, Bexar County, Texas"
2898,954,60.7,39.2,28009,43265,1400000US48029161200,"Census Tract 1612, Bexar County, Texas"
5755,1615,39.5,60.6,31770,38046,1400000US48029161302,"Census Tract 1613.02, Bexar County, Texas"
4002,1198,39.4,60.6,27194,35701,1400000US48029161303,"Census Tract 1613.03, Bexar County, Texas"
4304,1255,23.9,76.2,35997,37089,1400000US48029161304,"Census Tract 1613.04, Bexar County, Texas"
7875,317,68.8,31.2,41250,46037,1400000US48029161400,"Census Tract 1614, Bexar County, Texas"
7482,3071,39.4,60.6,31127,47682,1400000US48029161501,"Census Tract 1615.01, Bexar County, Texas"
3875,1215,51.3,48.8,34375,36464,1400000US48029161503,"Census Tract 1615.03, Bexar County, Texas"
3708,1203,49.5,50.5,33491,43264,1400000US48029161504,"Census Tract 1615.04, Bexar County, Texas"
4866,1695,36.2,63.8,32228,40737,1400000US48029161600,"Census Tract 1616, Bexar County, Texas"
3984,1462,48.8,51.1,48786,59375,1400000US48029161801,"Census Tract 1618.01, Bexar County, Texas"
5140,1464,49,51,36071,49005,1400000US48029161802,"Census Tract 1618.02, Bexar County, Texas"
1577,500,54.6,45.4,44132,59197,1400000US48029161901,"Census Tract 1619.01, Bexar County, Texas"
7682,2125,55.8,44.2,41846,50212,1400000US48029161902,"Census Tract 1619.02, Bexar County, Texas"
2528,819,37.9,62,42059,47389,1400000US48029162001,"Census Tract 1620.01, Bexar County, Texas"
5366,1873,55.4,44.6,40609,46033,1400000US48029162003,"Census Tract 1620.03, Bexar County, Texas"
3916,1208,37.9,62.2,27417,40583,1400000US48029162004,"Census Tract 1620.04, Bexar County, Texas"
3387,1205,22.6,77.4,29904,35624,1400000US48029170101,"Census Tract 1701.01, Bexar County, Texas"
3968,1405,23.2,76.9,25787,28888,1400000US48029170102,"Census Tract 1701.02, Bexar County, Texas"
5775,1918,25.7,74.3,19266,26050,1400000US48029170200,"Census Tract 1702, Bexar County, Texas"
5849,1958,42.1,58,21012,29121,1400000US48029170300,"Census Tract 1703, Bexar County, Texas"
4311,1668,25.6,74.3,17500,25170,1400000US48029170401,"Census Tract 1704.01, Bexar County, Texas"
4496,1620,41.1,58.9,28089,38213,1400000US48029170402,"Census Tract 1704.02, Bexar County, Texas"
4703,1689,44.1,55.9,29173,33507,1400000US48029170500,"Census Tract 1705, Bexar County, Texas"
4714,1636,47.9,52.1,33445,38505,1400000US48029170600,"Census Tract 1706, Bexar County, Texas"
4528,1607,41.1,58.9,28646,36057,1400000US48029170700,"Census Tract 1707, Bexar County, Texas"
1573,573,27.6,72.5,16078,23140,1400000US48029170800,"Census Tract 1708, Bexar County, Texas"
5014,1366,41.7,58.3,18164,28660,1400000US48029170900,"Census Tract 1709, Bexar County, Texas"
5196,1801,34.1,65.9,28207,31833,1400000US48029171000,"Census Tract 1710, Bexar County, Texas"
3198,1259,33.4,66.6,25213,30655,1400000US48029171100,"Census Tract 1711, Bexar County, Texas"
3734,1343,31.5,68.5,23250,31736,1400000US48029171200,"Census Tract 1712, Bexar County, Texas"
2362,924,39.4,60.6,25893,32762,1400000US48029171301,"Census Tract 1713.01, Bexar County, Texas"
5944,1256,61.6,38.4,34018,40905,1400000US48029171302,"Census Tract 1713.02, Bexar County, Texas"
3885,1178,40.5,59.5,33104,40446,1400000US48029171401,"Census Tract 1714.01, Bexar County, Texas"
4684,1671,38,62,30697,42221,1400000US48029171402,"Census Tract 1714.02, Bexar County, Texas"
1947,833,58.2,41.8,22273,30509,1400000US48029171501,"Census Tract 1715.01, Bexar County, Texas"
5857,1599,37.1,62.9,30333,38573,1400000US48029171502,"Census Tract 1715.02, Bexar County, Texas"
3751,1220,35.5,64.4,34738,36262,1400000US48029171601,"Census Tract 1716.01, Bexar County, Texas"
3667,905,43.6,56.5,24514,30124,1400000US48029171602,"Census Tract 1716.02, Bexar County, Texas"
7461,2647,45.5,54.6,45326,54625,1400000US48029171700,"Census Tract 1717, Bexar County, Texas"
4989,1977,46.4,53.6,29813,43521,1400000US48029171801,"Census Tract 1718.01, Bexar County, Texas"
6279,2353,52.1,48,27021,35424,1400000US48029171802,"Census Tract 1718.02, Bexar County, Texas"
7172,3386,55.5,44.6,36953,41737,1400000US48029171902,"Census Tract 1719.02, Bexar County, Texas"
6793,2442,48.4,51.6,42714,46194,1400000US48029171903,"Census Tract 1719.03, Bexar County, Texas"
5435,1809,74,26,64890,72672,1400000US48029171912,"Census Tract 1719.12, Bexar County, Texas"
4478,1730,69.6,30.4,42964,44796,1400000US48029171913,"Census Tract 1719.13, Bexar County, Texas"
5373,1742,50.2,49.9,55234,59876,1400000US48029171914,"Census Tract 1719.14, Bexar County, Texas"
2219,747,69.4,30.5,63611,73755,1400000US48029171915,"Census Tract 1719.15, Bexar County, Texas"
6291,2096,61.4,38.5,59536,63794,1400000US48029171916,"Census Tract 1719.16, Bexar County, Texas"
8017,2713,78.7,21.4,72039,76490,1400000US48029171917,"Census Tract 1719.17, Bexar County, Texas"
4933,1753,75.9,24,71466,72395,1400000US48029171918,"Census Tract 1719.18, Bexar County, Texas"
2177,705,59.9,40,46382,51965,1400000US48029171919,"Census Tract 1719.19, Bexar County, Texas"
8855,2622,53.8,46.1,48132,53845,1400000US48029171920,"Census Tract 1719.20, Bexar County, Texas"
6293,2031,59.5,40.5,53794,63069,1400000US48029171921,"Census Tract 1719.21, Bexar County, Texas"
3634,1193,51.5,48.5,62100,59895,1400000US48029171922,"Census Tract 1719.22, Bexar County, Texas"
6512,2959,75.5,24.4,48370,59363,1400000US48029171923,"Census Tract 1719.23, Bexar County, Texas"
4032,1491,83.4,16.7,75208,93067,1400000US48029171924,"Census Tract 1719.24, Bexar County, Texas"
9327,3295,69.7,30.3,60798,68679,1400000US48029171925,"Census Tract 1719.25, Bexar County, Texas"
6155,2425,64.4,35.6,61303,68475,1400000US48029172002,"Census Tract 1720.02, Bexar County, Texas"
6445,2061,73.3,26.7,79602,81246,1400000US48029172003,"Census Tract 1720.03, Bexar County, Texas"
2498,875,73.8,26.2,61719,83940,1400000US48029172004,"Census Tract 1720.04, Bexar County, Texas"
1692,545,83.1,16.8,79116,80906,1400000US48029172005,"Census Tract 1720.05, Bexar County, Texas"
5466,1805,77.5,22.5,75000,86182,1400000US48029172006,"Census Tract 1720.06, Bexar County, Texas"
9024,2948,74.1,25.9,81693,91032,1400000US48029172007,"Census Tract 1720.07, Bexar County, Texas"
5434,2148,62.5,37.4,45357,58047,1400000US48029180101,"Census Tract 1801.01, Bexar County, Texas"
1878,940,66.8,33.3,36069,50136,1400000US48029180102,"Census Tract 1801.02, Bexar County, Texas"
5198,2222,41.1,59,28198,36843,1400000US48029180201,"Census Tract 1802.01, Bexar County, Texas"
5856,2713,49.1,50.9,31301,41841,1400000US48029180202,"Census Tract 1802.02, Bexar County, Texas"
3865,1618,53.8,46.2,34861,38705,1400000US48029180300,"Census Tract 1803, Bexar County, Texas"
3770,1615,37.3,62.9,23802,30238,1400000US48029180400,"Census Tract 1804, Bexar County, Texas"
4142,2010,48.6,51.5,23504,32383,1400000US48029180501,"Census Tract 1805.01, Bexar County, Texas"
4419,1372,52.6,47.5,35375,48008,1400000US48029180503,"Census Tract 1805.03, Bexar County, Texas"
3965,1361,32.5,67.6,27500,39207,1400000US48029180504,"Census Tract 1805.04, Bexar County, Texas"
3047,1387,53.9,46.1,26732,44440,1400000US48029180602,"Census Tract 1806.02, Bexar County, Texas"
1434,773,53,47,46591,49606,1400000US48029180603,"Census Tract 1806.03, Bexar County, Texas"
6215,2503,61.2,38.7,46947,59329,1400000US48029180604,"Census Tract 1806.04, Bexar County, Texas"
3823,2094,82,18,33002,53945,1400000US48029180701,"Census Tract 1807.01, Bexar County, Texas"
6082,3323,65.4,34.5,32133,43539,1400000US48029180702,"Census Tract 1807.02, Bexar County, Texas"
2447,1367,36.3,63.8,25354,34471,1400000US48029180800,"Census Tract 1808, Bexar County, Texas"
5265,2156,51.4,48.6,46698,49577,1400000US48029180901,"Census Tract 1809.01, Bexar County, Texas"
7861,2813,41.8,58.2,38519,42423,1400000US48029180902,"Census Tract 1809.02, Bexar County, Texas"
3344,1284,68.4,31.7,44183,56945,1400000US48029181001,"Census Tract 1810.01, Bexar County, Texas"
5406,3301,59.2,40.9,33035,36782,1400000US48029181003,"Census Tract 1810.03, Bexar County, Texas"
4442,2996,71.1,28.9,38769,55705,1400000US48029181004,"Census Tract 1810.04, Bexar County, Texas"
3191,2242,59.5,40.5,23156,32334,1400000US48029181005,"Census Tract 1810.05, Bexar County, Texas"
5965,2632,71,29,57129,71943,1400000US48029181100,"Census Tract 1811, Bexar County, Texas"
4738,2194,73.1,26.8,81250,95057,1400000US48029181200,"Census Tract 1812, Bexar County, Texas"
3896,2453,74.8,25.2,44112,55735,1400000US48029181301,"Census Tract 1813.01, Bexar County, Texas"
6035,3501,78.9,21.1,39400,50650,1400000US48029181302,"Census Tract 1813.02, Bexar County, Texas"
2487,1565,55.5,44.5,32461,46426,1400000US48029181303,"Census Tract 1813.03, Bexar County, Texas"
2142,1324,79.3,20.7,28183,36198,1400000US48029181402,"Census Tract 1814.02, Bexar County, Texas"
5509,3254,72.2,27.8,34338,42879,1400000US48029181403,"Census Tract 1814.03, Bexar County, Texas"
3907,2569,76.2,23.8,32000,42931,1400000US48029181404,"Census Tract 1814.04, Bexar County, Texas"
6607,3411,67.2,32.9,44451,47882,1400000US48029181503,"Census Tract 1815.03, Bexar County, Texas"
5733,3484,75.6,24.3,35000,44324,1400000US48029181504,"Census Tract 1815.04, Bexar County, Texas"
4501,1926,69.6,30.5,56191,61659,1400000US48029181505,"Census Tract 1815.05, Bexar County, Texas"
4263,2073,68.9,31.2,33114,45763,1400000US48029181506,"Census Tract 1815.06, Bexar County, Texas"
2724,1288,52.9,47.1,34107,44001,1400000US48029181601,"Census Tract 1816.01, Bexar County, Texas"
5605,2124,57.2,42.7,32159,35422,1400000US48029181602,"Census Tract 1816.02, Bexar County, Texas"
7031,2730,68.6,31.4,74576,84168,1400000US48029181703,"Census Tract 1817.03, Bexar County, Texas"
5676,1942,58.1,42,45568,61026,1400000US48029181704,"Census Tract 1817.04, Bexar County, Texas"
3984,2050,64.6,35.3,42458,46695,1400000US48029181705,"Census Tract 1817.05, Bexar County, Texas"
7844,2678,75,25,70549,76142,1400000US48029181711,"Census Tract 1817.11, Bexar County, Texas"
3669,1361,77.9,22.1,61094,68258,1400000US48029181712,"Census Tract 1817.12, Bexar County, Texas"
7348,2631,72.4,27.6,64844,69658,1400000US48029181713,"Census Tract 1817.13, Bexar County, Texas"
7098,2169,58.7,41.3,53109,58298,1400000US48029181715,"Census Tract 1817.15, Bexar County, Texas"
6994,2577,62.6,37.4,44076,51597,1400000US48029181716,"Census Tract 1817.16, Bexar County, Texas"
4798,1888,77.1,22.9,62116,71983,1400000US48029181718,"Census Tract 1817.18, Bexar County, Texas"
4244,1441,76.7,23.3,91810,93197,1400000US48029181720,"Census Tract 1817.20, Bexar County, Texas"
3822,1123,62.4,37.6,78344,82412,1400000US48029181721,"Census Tract 1817.21, Bexar County, Texas"
4693,1542,66.5,33.6,76278,78388,1400000US48029181722,"Census Tract 1817.22, Bexar County, Texas"
4728,1521,77.4,22.7,69305,72105,1400000US48029181723,"Census Tract 1817.23, Bexar County, Texas"
3500,1185,78,21.9,77347,84150,1400000US48029181724,"Census Tract 1817.24, Bexar County, Texas"
5359,2484,74.3,25.7,35948,41321,1400000US48029181725,"Census Tract 1817.25, Bexar County, Texas"
8443,2690,76.1,24,66804,73979,1400000US48029181726,"Census Tract 1817.26, Bexar County, Texas"
3123,1015,66.9,33,60885,61859,1400000US48029181727,"Census Tract 1817.27, Bexar County, Texas"
9560,2918,67.6,32.4,60328,62211,1400000US48029181728,"Census Tract 1817.28, Bexar County, Texas"
2412,836,70.8,29.2,74342,75166,1400000US48029181729,"Census Tract 1817.29, Bexar County, Texas"
4696,1500,61.9,38.1,51339,59581,1400000US48029181730,"Census Tract 1817.30, Bexar County, Texas"
6535,2521,72.6,27.4,63394,68753,1400000US48029181731,"Census Tract 1817.31, Bexar County, Texas"
1528,695,68.4,31.6,49435,61943,1400000US48029181808,"Census Tract 1818.08, Bexar County, Texas"
6285,2411,69.1,31,40488,48633,1400000US48029181809,"Census Tract 1818.09, Bexar County, Texas"
4119,1566,87.5,12.5,71651,82162,1400000US48029181811,"Census Tract 1818.11, Bexar County, Texas"
5397,3090,71.3,28.7,40833,55677,1400000US48029181813,"Census Tract 1818.13, Bexar County, Texas"
2155,1039,78.3,21.6,51012,72499,1400000US48029181814,"Census Tract 1818.14, Bexar County, Texas"
2987,1505,76.2,23.7,69938,73149,1400000US48029181815,"Census Tract 1818.15, Bexar County, Texas"
3967,1578,76.8,23.3,75677,79583,1400000US48029181816,"Census Tract 1818.16, Bexar County, Texas"
2924,1204,71.7,28.4,66221,65632,1400000US48029181817,"Census Tract 1818.17, Bexar County, Texas"
4557,2179,82.9,17.1,48470,71524,1400000US48029181818,"Census Tract 1818.18, Bexar County, Texas"
4919,2007,77.5,22.6,53688,64446,1400000US48029181819,"Census Tract 1818.19, Bexar County, Texas"
4181,1695,68.8,31.2,11019,35629,1400000US48029181820,"Census Tract 1818.20, Bexar County, Texas"
2856,1241,76.1,23.9,73068,82291,1400000US48029181821,"Census Tract 1818.21, Bexar County, Texas"
4981,2009,78.3,21.7,68649,79583,1400000US48029181822,"Census Tract 1818.22, Bexar County, Texas"
2411,1013,66.1,33.9,52132,62144,1400000US48029181823,"Census Tract 1818.23, Bexar County, Texas"
4194,1544,77.6,22.4,76020,80365,1400000US48029181824,"Census Tract 1818.24, Bexar County, Texas"
2784,1156,76.9,23.1,80918,90676,1400000US48029181825,"Census Tract 1818.25, Bexar County, Texas"
6360,2192,70.3,29.7,76598,83333,1400000US48029181826,"Census Tract 1818.26, Bexar County, Texas"
2965,1611,72.4,27.6,32623,62890,1400000US48029181901,"Census Tract 1819.01, Bexar County, Texas"
5390,1947,87,13,136094,151905,1400000US48029181902,"Census Tract 1819.02, Bexar County, Texas"
4397,1609,75.8,24.2,84122,92547,1400000US48029182001,"Census Tract 1820.01, Bexar County, Texas"
8133,2789,86.4,13.6,117039,133407,1400000US48029182002,"Census Tract 1820.02, Bexar County, Texas"
2607,896,77.2,22.9,87031,113586,1400000US48029182003,"Census Tract 1820.03, Bexar County, Texas"
5859,2175,86.7,13.4,121809,148058,1400000US48029182101,"Census Tract 1821.01, Bexar County, Texas"
6103,2126,75.8,24.3,106413,126879,1400000US48029182102,"Census Tract 1821.02, Bexar County, Texas"
2140,795,78.2,21.8,74688,147633,1400000US48029182103,"Census Tract 1821.03, Bexar County, Texas"
1782,602,76.8,23.2,96683,108083,1400000US48029182105,"Census Tract 1821.05, Bexar County, Texas"
5393,1694,80.7,19.3,104250,125221,1400000US48029182106,"Census Tract 1821.06, Bexar County, Texas"
3716,1614,45.2,54.8,30587,39852,1400000US48029190100,"Census Tract 1901, Bexar County, Texas"
3863,2593,72.3,27.7,32123,63898,1400000US48029190200,"Census Tract 1902, Bexar County, Texas"
4854,1315,83.2,16.9,66944,107383,1400000US48029190400,"Census Tract 1904, Bexar County, Texas"
2306,1138,52,48,32986,44298,1400000US48029190501,"Census Tract 1905.01, Bexar County, Texas"
3030,1697,57.6,42.4,29811,41314,1400000US48029190503,"Census Tract 1905.03, Bexar County, Texas"
2484,1193,43.1,56.8,30920,36812,1400000US48029190504,"Census Tract 1905.04, Bexar County, Texas"
3519,1280,24.6,75.4,31307,37707,1400000US48029190601,"Census Tract 1906.01, Bexar County, Texas"
3205,1052,47.7,52.3,33919,40932,1400000US48029190603,"Census Tract 1906.03, Bexar County, Texas"
4591,1404,30.5,69.5,29806,40027,1400000US48029190604,"Census Tract 1906.04, Bexar County, Texas"
2781,1518,65.1,34.9,33529,44459,1400000US48029190700,"Census Tract 1907, Bexar County, Texas"
2247,1095,88,12,111125,186186,1400000US48029190800,"Census Tract 1908, Bexar County, Texas"
4133,2575,61.1,38.9,35183,48451,1400000US48029190901,"Census Tract 1909.01, Bexar County, Texas"
3867,1676,66,34.1,51703,59803,1400000US48029190902,"Census Tract 1909.02, Bexar County, Texas"
7143,3198,50.6,49.4,29351,36588,1400000US48029191003,"Census Tract 1910.03, Bexar County, Texas"
4027,1471,35.4,64.6,26573,37093,1400000US48029191004,"Census Tract 1910.04, Bexar County, Texas"
1914,791,38.3,61.6,27181,43947,1400000US48029191005,"Census Tract 1910.05, Bexar County, Texas"
6139,2252,32.2,67.7,37500,44883,1400000US48029191006,"Census Tract 1910.06, Bexar County, Texas"
1571,824,91,9,93281,133834,1400000US48029191101,"Census Tract 1911.01, Bexar County, Texas"
2551,1266,85,15,63587,86627,1400000US48029191102,"Census Tract 1911.02, Bexar County, Texas"
3469,1234,70.5,29.6,67115,79172,1400000US48029191201,"Census Tract 1912.01, Bexar County, Texas"
5806,2507,60.9,39.1,46382,57526,1400000US48029191202,"Census Tract 1912.02, Bexar County, Texas"
